"","TaxonName","CommonName","FleetGearName","bycatch","destruction","TaxonKey","FunctionalGroupDescription","fish_type"
"1950","Panulirus homarus","Scalloped spiny lobster","Trap","high","non-destructive",690341,"Lobsters, crabs","demersal"
"1951","Coryphaena","Coryphaena","Purse seine Tuna","low","non-destructive",500116,"Large pelagics (>=90 cm)","pelagic"
"1952","Chlamys delicatula","Delicate scallop","Other","low","non-destructive",690679,"Other demersal invertebrates","demersal"
"1953","Nemipterus japonicus","Japanese threadfin bream","Trawl","high","destructive",604559,"Small demersals (<30 cm)","demersal"
"1954","Lutjanus griseus","Grey snapper","Lines Non-tuna","low","non-destructive",600266,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1955","Bregmaceros mcclellandi","Spotted codlet","Gillnet","high","non-destructive",608421,"Small pelagics (<30 cm)","pelagic"
"1956","Petrus rupestris","Red steenbras","Lines Non-tuna","low","non-destructive",600447,"Large demersals (>=90 cm)","demersal"
"1957","Acanthistius brasilianus","Sea bass","Trawl","high","destructive",600351,"Medium benthopelagics (30 - 89 cm)","demersal"
"1958","Platax","Batfishes","Lines Non-tuna","low","non-destructive",500934,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1959","Salvelinus malma malma","Dolly varden","Purse seine Non-tuna","low","non-destructive",602691,"Large benthopelagics (>=90 cm)","pelagic"
"1960","Menippe mercenaria","Black stone crab","Seine","high","non-destructive",690047,"Lobsters, crabs","demersal"
"1961","Coregonus laurettae","Bering cisco","Purse seine Non-tuna","low","non-destructive",646941,"Medium pelagics (30 - 89 cm)","pelagic"
"1962","Plesiopenaeus edwardsianus","Scarlet shrimp","Trawl","high","destructive",690343,"Shrimps","demersal"
"1963","Oxynotus centrina","Angular roughshark","Gillnet","high","non-destructive",600718,"Large sharks (>=90 cm)","pelagic"
"1964","Myliobatidae","Eagle and manta rays","Lines Non-tuna","low","non-destructive",400022,"Large rays (>=90 cm)","pelagic"
"1965","Herklotsichthys quadrimaculatus","Bluestripe herring","Trawl","high","destructive",601494,"Small pelagics (<30 cm)","demersal"
"1966","Atheresthes stomias","Arrowtooth flounder","Gillnet","high","non-destructive",600517,"Small to medium flatfishes (<90 cm)","demersal"
"1967","Terapon jarbua","Jarbua terapon","Gillnet","high","non-destructive",604458,"Medium demersals (30 - 89 cm)","demersal"
"1968","Sebastes paucispinis","Bocaccio","Gillnet","high","non-destructive",603987,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1969","Trachipterus","Deaf fishes","Trawl","high","destructive",500211,"Large bathypelagics (>=90 cm)","demersal"
"1970","Spisula solida","Surf clam","Dredge","high","destructive",690671,"Other demersal invertebrates","demersal"
"1971","Atherinidae","Silversides","Other","low","non-destructive",400218,"Small pelagics (<30 cm)","pelagic"
"1972","Tresus","Gaper clams","Trap","high","non-destructive",590269,"Other demersal invertebrates","demersal"
"1973","Tautogolabrus adspersus","Cunner","Lines Non-tuna","low","non-destructive",603672,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1974","Ruditapes philippinarum","Japanese carpet shell","Dredge","high","destructive",690196,"Other demersal invertebrates","demersal"
"1975","Metanephrops andamanicus","Andaman lobster","Trawl","high","destructive",690013,"Lobsters, crabs","demersal"
"1976","Pseudocyttus maculatus","Smooth oreo","Trawl midwater","high","non-destructive",607151,"Medium benthopelagics (30 - 89 cm)","pelagic"
"1977","Hexanchus griseus","Bluntnose sixgill shark","Trawl","high","destructive",600637,"Large sharks (>=90 cm)","demersal"
"1978","Paracentrotus lividus","Stony sea urchin","Dredge","high","destructive",690400,"Other demersal invertebrates","demersal"
"1979","Paralichthys olivaceus","Bastard halibut","Gillnet","high","non-destructive",601351,"Large flatfishes (>=90 cm)","demersal"
"1980","Epinephelus chlorostigma","Brownspotted grouper","Trap","high","non-destructive",605524,"Medium reef assoc. fish (30 - 89 cm)","demersal"
"1981","Atractoscion nobilis","White weakfish","Lines Non-tuna","low","non-destructive",603578,"Large demersals (>=90 cm)","demersal"
"1982","Halobatrachus didactylus","Lusitanian toadfish","Trawl midwater","high","non-destructive",605429,"Medium demersals (30 - 89 cm)","pelagic"
"1983","Lethrinus mahsena","Sky emperor","Gillnet","high","non-destructive",601843,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1984","Anoplopoma fimbria","Sablefish","Seine","high","non-destructive",600512,"Large bathydemersals (>=90 cm)","demersal"
"1985","Pampus","Silver pomfrets","Trap","high","non-destructive",520007,"Medium benthopelagics (30 - 89 cm)","demersal"
"1986","Ommastrephidae","Arrow squids","Lines Non-tuna","low","non-destructive",490004,"Cephalopods","pelagic"
"1987","Perna viridis","Brown mussel","Dredge","high","destructive",690060,"Other demersal invertebrates","demersal"
"1988","Coregonus muksun","Muksun","Gillnet","high","non-destructive",612547,"Large benthopelagics (>=90 cm)","pelagic"
"1989","Chrysoblephus","Seabreams","Trawl","high","destructive",501548,"Medium demersals (30 - 89 cm)","demersal"
"1990","Chloroscombrus chrysurus","Atlantic bumper","Lines Non-tuna","low","non-destructive",600385,"Medium pelagics (30 - 89 cm)","pelagic"
"1991","Menticirrhus saxatilis","Northern kingcroaker","Purse seine Non-tuna","low","non-destructive",600410,"Medium demersals (30 - 89 cm)","pelagic"
"1992","Argopecten gibbus","Calico scallop","Dredge","high","destructive",690065,"Other demersal invertebrates","demersal"
"1993","Anodontostoma chacunda","Chacunda gizzard shad","Trawl","high","destructive",601619,"Small pelagics (<30 cm)","demersal"
"1994","Cancer irroratus","Atlantic rock crab","Trap","high","non-destructive",690031,"Lobsters, crabs","demersal"
"1995","Seriolina nigrofasciata","Blackbanded trevally","Gillnet","high","non-destructive",601962,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"1996","Pseudopleuronectes herzensteini","Littlemouth flounder","Trawl","high","destructive",608556,"Small to medium flatfishes (<90 cm)","demersal"
"1997","Argyrozona argyrozona","Carpenter seabream","Trawl midwater","high","non-destructive",600443,"Medium benthopelagics (30 - 89 cm)","pelagic"
"1998","Lophius","Monkfishes","Trap","high","non-destructive",500112,"Medium bathydemersals (30 - 89 cm)","demersal"
"1999","Panopea abrupta","Pacific geoduck","Dredge","high","destructive",690284,"Other demersal invertebrates","demersal"
"2000","Mullus surmuletus","Striped red mullet","Trawl","high","destructive",601327,"Medium demersals (30 - 89 cm)","demersal"
"2001","Arripis trutta","Eastern Australian salmon","Seine","high","non-destructive",605048,"Medium pelagics (30 - 89 cm)","pelagic"
"2002","Dussumieria elopsoides","Slender rainbow sardine","Gillnet","high","non-destructive",601454,"Small pelagics (<30 cm)","pelagic"
"2003","Sebastes paucispinis","Bocaccio","Lines Non-tuna","low","non-destructive",603987,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2004","Arripis georgianus","Australian ruff","Gillnet","high","non-destructive",600392,"Medium pelagics (30 - 89 cm)","pelagic"
"2005","Scophthalmus aquosus","Windowpane","Trawl","high","destructive",600530,"Small to medium flatfishes (<90 cm)","demersal"
"2006","Scyliorhinus stellaris","Nursehound","Trawl","high","destructive",600854,"Large sharks (>=90 cm)","demersal"
"2007","Sebastolobus alascanus","Shortspine thornyhead","Gillnet","high","non-destructive",604009,"Medium bathydemersals (30 - 89 cm)","demersal"
"2008","Molva","Lings","Gillnet","high","non-destructive",501096,"Large demersals (>=90 cm)","demersal"
"2009","Trachinidae","Weeverfishes","Trawl","high","destructive",400377,"Medium demersals (30 - 89 cm)","demersal"
"2010","Acanthopagrus latus","Yellowfin seabream","Trawl midwater","high","non-destructive",606356,"Medium demersals (30 - 89 cm)","pelagic"
"2011","Epinephelus areolatus","Areolate grouper","Trawl","high","destructive",605367,"Medium reef assoc. fish (30 - 89 cm)","demersal"
"2012","Lutjanus quinquelineatus","Five-lined snapper","Gillnet","high","non-destructive",600172,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2013","Scombroids","Tunas bonitos billfishes","Trap","high","non-destructive",NA,NA,"demersal"
"2014","Cephalopholis boenak","Chocolate hind","Other","low","non-destructive",606444,"Small reef assoc. fish (<30 cm)","pelagic"
"2015","Cynoscion analis","Peruvian weakfish","Lines Non-tuna","low","non-destructive",600403,"Medium demersals (30 - 89 cm)","demersal"
"2016","Etelis oculatus","Queen snapper","Lines Non-tuna","low","non-destructive",601391,"Medium bathydemersals (30 - 89 cm)","demersal"
"2017","Sillago sihama","Silver sillago","Longline Non-tuna","high","non-destructive",604544,"Medium demersals (30 - 89 cm)","demersal"
"2018","Gadiformes","Cods","Seine","high","non-destructive",300044,"Large bathypelagics (>=90 cm)","pelagic"
"2019","Trachurus picturatus","Blue jack mackerel","Seine","high","non-destructive",601279,"Medium benthopelagics (30 - 89 cm)","pelagic"
"2020","Thenus orientalis","Flathead lobster","Trawl","high","destructive",690681,"Lobsters, crabs","demersal"
"2021","Leucoraja circularis","Sandy ray","Trawl","high","destructive",607614,"Large rays (>=90 cm)","demersal"
"2022","Gnathanodon speciosus","Golden trevally","Gillnet","high","non-destructive",604464,"Large reef assoc. fish (>=90 cm)","pelagic"
"2023","Protothaca staminea","Pacific littleneck clam","Dredge","high","destructive",690285,"Other demersal invertebrates","demersal"
"2024","Atherinidae","Silversides","Seine","high","non-destructive",400218,"Small pelagics (<30 cm)","pelagic"
"2025","Decapterus russelli","Indian scad","Purse seine Non-tuna","low","non-destructive",600374,"Medium pelagics (30 - 89 cm)","pelagic"
"2026","Lampanyctodes hectoris","Hectors lanternfish","Purse seine Non-tuna","low","non-destructive",600259,"Small pelagics (<30 cm)","pelagic"
"2027","Atrobucca nibe","Longfin kob","Trap","high","non-destructive",600941,"Medium demersals (30 - 89 cm)","demersal"
"2028","Squatina argentina","Argentine angelshark","Trawl","high","destructive",600727,"Large sharks (>=90 cm)","demersal"
"2029","Pagrus caeruleostictus","Bluespotted seabream","Lines Non-tuna","low","non-destructive",604540,"Large benthopelagics (>=90 cm)","pelagic"
"2030","Chelon labrosus","Thicklip grey mullet","Gillnet","high","non-destructive",602499,"Medium demersals (30 - 89 cm)","demersal"
"2031","Engraulis encrasicolus","European anchovy","Seine","high","non-destructive",600066,"Small pelagics (<30 cm)","pelagic"
"2032","Coregonus albula","Vendace","Purse seine Non-tuna","low","non-destructive",600231,"Medium pelagics (30 - 89 cm)","pelagic"
"2033","Thunnus orientalis","Pacific bluefin tuna","Purse seine Non-tuna","low","non-destructive",614290,"Large pelagics (>=90 cm)","pelagic"
"2034","Perna perna","South American rock mussel","Dredge","high","destructive",690374,"Other demersal invertebrates","demersal"
"2035","Thunnus","Tuna","LonglineTuna","high","non-destructive",501905,"Large pelagics (>=90 cm)","pelagic"
"2036","Dasyatis akajei","Red stingray","Lines Non-tuna","low","non-destructive",600940,"Large rays (>=90 cm)","pelagic"
"2037","Menticirrhus saxatilis","Northern kingcroaker","Gillnet","high","non-destructive",600410,"Medium demersals (30 - 89 cm)","demersal"
"2038","Psenopsis anomala","Melon seed","Trawl","high","destructive",600497,"Small benthopelagics (<30 cm)","demersal"
"2039","Oncorhynchus masou masou","Cherry salmon","Purse seine Non-tuna","low","non-destructive",600242,"Medium benthopelagics (30 - 89 cm)","pelagic"
"2040","Oxynotus centrina","Angular roughshark","Trawl","high","destructive",600718,"Large sharks (>=90 cm)","demersal"
"2041","Modiolus","Horse mussels","Other","low","non-destructive",590116,"Other demersal invertebrates","demersal"
"2042","Paralithodes","King crabs","Trap","high","non-destructive",590073,"Lobsters, crabs","demersal"
"2043","Centropomus","Snooks","Trap","high","non-destructive",500504,"Large reef assoc. fish (>=90 cm)","demersal"
"2044","Mola mola","Ocean sunfish","LonglineTuna","high","non-destructive",601732,"Large pelagics (>=90 cm)","pelagic"
"2045","Epinephelus nigritus","Warsaw grouper","Lines Non-tuna","low","non-destructive",NA,NA,"demersal"
"2046","Urophycis tenuis","White hake","Gillnet","high","non-destructive",600313,"Large demersals (>=90 cm)","demersal"
"2047","Sphoeroides maculatus","Northern puffer","Purse seine Non-tuna","low","non-destructive",601181,"Medium demersals (30 - 89 cm)","pelagic"
"2048","Nemadactylus","Porae","Lines Non-tuna","low","non-destructive",501523,"Medium demersals (30 - 89 cm)","demersal"
"2049","Coregonus","Whitefishes","Trawl","high","destructive",506253,"Medium pelagics (30 - 89 cm)","demersal"
"2050","Chlamys varia","Variegated scallop","Dredge","high","destructive",NA,NA,"demersal"
"2051","Marine animals","Marine animals","Purse seine Non-tuna","low","non-destructive",NA,NA,"pelagic"
"2052","Charybdis","Indo-Pacific swimming crabs","Trawl","high","destructive",590272,"Lobsters, crabs","demersal"
"2053","Octopoda","Octopuses","Trap","high","non-destructive",390007,"Cephalopods","demersal"
"2054","Cepola macrophthalma","Red bandfish","Lines Non-tuna","low","non-destructive",600056,"Medium demersals (30 - 89 cm)","demersal"
"2055","Sardinella longiceps","Indian oil sardine","Seine","high","non-destructive",601511,"Small pelagics (<30 cm)","pelagic"
"2056","Solen vagina","European razor clam","Other","low","non-destructive",690126,"Other demersal invertebrates","demersal"
"2057","Scophthalmidae","Turbots","Gillnet","high","non-destructive",400515,"Small to medium flatfishes (<90 cm)","demersal"
"2058","Cephalopholis boenak","Chocolate hind","Lines Non-tuna","low","non-destructive",606444,"Small reef assoc. fish (<30 cm)","pelagic"
"2059","Scomber","Mackerels","Purse seine Non-tuna","low","non-destructive",500142,"Medium pelagics (30 - 89 cm)","pelagic"
"2060","Lethrinus atlanticus","Atlantic emperor","Gillnet","high","non-destructive",601867,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2061","Enchelyopus cimbrius","Fourbeard rockling","Lines Non-tuna","low","non-destructive",601874,"Medium demersals (30 - 89 cm)","demersal"
"2062","Synagrops japonicus","Japanese splitfin","Trawl","high","destructive",600357,"Medium bathydemersals (30 - 89 cm)","demersal"
"2063","Morone saxatilis","Striped sea-bass","Trap","high","non-destructive",600353,"Large demersals (>=90 cm)","demersal"
"2064","Pseudopleuronectes herzensteini","Littlemouth flounder","Lines Non-tuna","low","non-destructive",608556,"Small to medium flatfishes (<90 cm)","demersal"
"2065","Mytilus edulis","Blue mussel","Trap","high","non-destructive",690053,"Other demersal invertebrates","demersal"
"2066","Trachinotus ovatus","Derbio","Trap","high","non-destructive",601773,"Medium pelagics (30 - 89 cm)","demersal"
"2067","Peprilus","Harvestfishes","Lines Non-tuna","low","non-destructive",501164,"Small benthopelagics (<30 cm)","pelagic"
"2068","Pomacanthus maculosus","Yellowbar angelfish","Gillnet","high","non-destructive",607903,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2069","Sprattus fuegensis","Falkland sprat","Trawl midwater","high","non-destructive",601466,"Small pelagics (<30 cm)","pelagic"
"2070","Myxinidae","Hagfishes","Trawl","high","destructive",400002,"Medium bathydemersals (30 - 89 cm)","demersal"
"2071","Paristiopterus labiosus","Giant boarfish","Trawl midwater","high","non-destructive",612354,"Medium demersals (30 - 89 cm)","pelagic"
"2072","Microgadus tomcod","Atlantic tomcod","Trawl midwater","high","non-destructive",600316,"Medium demersals (30 - 89 cm)","demersal"
"2073","Megalops cyprinoides","Indo-Pacific tarpon","Trawl midwater","high","non-destructive",600227,"Large pelagics (>=90 cm)","pelagic"
"2074","Beryx","Alfonsinos","Trawl","high","destructive",501129,"Medium benthopelagics (30 - 89 cm)","demersal"
